protocol_depth,row_index,line_no,direction,source,target,native_nll,gradient_norm,scalar_energy_fraction,grouped_nll_0.5,scalar_nll_0.5,grouped_nll_1.0,scalar_nll_1.0
5,0,43,en2zh,"Skills: Facebook Marketing , Social Media Marketing , Social Networking , YouTube","技能: Facebook营销 , 社交媒体营销 , 社交网络 , YouTube",1.3299256563186646,0.2284240871667862,0.6003302335739136,1.231632113456726,1.2540112733840942,1.1680282354354858,1.2024496793746948
5,1,43,zh2en,"技能: Facebook营销 , 社交媒体营销 , 社交网络 , YouTube","Skills: Facebook Marketing , Social Media Marketing , Social Networking , YouTube",0.8895280361175537,0.14143912494182587,0.7406678199768066,0.8263632655143738,0.8347308039665222,0.7830238342285156,0.796039879322052
5,2,146,en2zh,"In other words, if you want to create a site about beauty tips, why not focus on makeup for the face?","如果你想有一个峰与您的意见,以显示, 去获得 的gravatar !",7.191178798675537,0.05942605063319206,0.09509941190481186,7.1615071296691895,7.181428909301758,7.133491039276123,7.170902729034424
5,3,146,zh2en,"如果你想有一个峰与您的意见,以显示, 去获得 的gravatar !","In other words, if you want to create a site about beauty tips, why not focus on makeup for the face?",4.341949939727783,0.047677818685770035,0.17379695177078247,4.320515155792236,4.334164619445801,4.3044962882995605,4.329917907714844
5,4,1659,en2zh,The eyes of the Deinonychus glinted even in the dim light.,这个疑问不止一次的出现在田歌的脑海之中了。,5.608650207519531,0.06982406228780746,0.2212807983160019,5.576193809509277,5.593660354614258,5.54976749420166,5.582189083099365
5,5,1659,zh2en,这个疑问不止一次的出现在田歌的脑海之中了。,The eyes of the Deinonychus glinted even in the dim light.,5.557889461517334,0.07074648141860962,0.08563274145126343,5.5240607261657715,5.548231601715088,5.4949870109558105,5.539997100830078
5,6,2307,en2zh,"After working at several graphics studios including Studio 109, he joined Nippon Design Center in 2006.","曾在IMAGE Studio 109等多家公司任职,2006年入职日本设计中心。",4.21567440032959,0.06251426786184311,0.3353649973869324,4.186469554901123,4.199194431304932,4.163631439208984,4.18685245513916
5,7,2307,zh2en,"曾在IMAGE Studio 109等多家公司任职,2006年入职日本设计中心。","After working at several graphics studios including Studio 109, he joined Nippon Design Center in 2006.",5.103734016418457,0.06176546961069107,0.4935021698474884,5.0746636390686035,5.081687927246094,5.04984712600708,5.058052062988281
5,8,2958,en2zh,"If the CRC values are different, then it is absolutely certain that the information written to the file is not the same as the information read.","如果 CRC 数值不同,代表目前读取的文件数据与以前文件写入磁盘时的数据不同。",5.098730564117432,0.07649847120046616,0.24566006660461426,5.062705993652344,5.0824360847473145,5.032649517059326,5.0709147453308105
5,9,2958,zh2en,"如果 CRC 数值不同,代表目前读取的文件数据与以前文件写入磁盘时的数据不同。","If the CRC values are different, then it is absolutely certain that the information written to the file is not the same as the information read.",2.8740012645721436,0.03601105138659477,0.08924566954374313,2.85666561126709,2.8684322834014893,2.8415462970733643,2.8629205226898193
5,10,3285,en2zh,"Human Rights Watch interviewed three Rohingya men and three boys, the youngest 16, who were taken into custody at different times and in different locations in Maungdaw township.","人权观察访问到三名罗兴亚男性和三名男童,最小的16岁,分别在貌夺镇(Maungdaw)不同地点被捕。",4.936401844024658,0.02567346952855587,0.13383015990257263,4.9253082275390625,4.9333953857421875,4.917691230773926,4.933741569519043
5,11,3285,zh2en,"人权观察访问到三名罗兴亚男性和三名男童,最小的16岁,分别在貌夺镇(Maungdaw)不同地点被捕。","Human Rights Watch interviewed three Rohingya men and three boys, the youngest 16, who were taken into custody at different times and in different locations in Maungdaw township.",4.1647047996521,0.047776512801647186,0.08992866426706314,4.141720771789551,4.157458782196045,4.122279644012451,4.150734901428223
5,12,8883,en2zh,And speed is your currency.,速度就是金钱。,2.828603982925415,0.0390181802213192,0.05497727543115616,2.811034917831421,2.823836088180542,2.7981150150299072,2.826181650161743
5,13,8883,zh2en,速度就是金钱。,And speed is your currency.,3.2725207805633545,0.17382726073265076,0.31149041652679443,3.190037488937378,3.2228524684906006,3.1230056285858154,3.185080051422119
5,14,10080,en2zh,Saucony Guide ISO Womens 924 kr,Saucony Peregrine 8 924 kr,4.726404190063477,0.12642793357372284,0.4212258458137512,4.664627552032471,4.687946796417236,4.60948371887207,4.655296802520752
